row ID,row m/z,row retention time,caoshanhu-LC-MS-MS-positive-01.mzXML Peak area,
1,109.06536483764648,5.8895333333333335,316463.6541823729,
7,109.1014175415039,30.586833333333335,261405.91962890534,
9,116.07069778442383,1.7269833333333333,128601.61858935551,
44,123.1163558959961,30.586833333333335,142634.1445312494,
45,130.09683227539062,1.6320000000000001,111019.14004882815,
50,133.10064697265625,28.321166666666667,448369.57344970666,
52,135.1161651611328,7.170249999999999,1702035.2391015645,
53,135.11598205566406,8.756583333333333,526675.5951855473,
55,135.11603546142578,11.467583333333332,796121.385245849,
56,135.11595153808594,14.040833333333333,1603267.985329592,
57,135.11598205566406,15.480866666666666,424098.89564111154,
65,135.11642456054688,30.586833333333335,467532.5244287093,
67,141.09033203125,2.1762,114414.45811254879,
69,145.10055541992188,15.480866666666666,158888.9615014645,
75,147.07964324951172,18.9415,1079744.683886716,
80,147.1157989501953,23.4985,1071676.342189944,
82,147.11631774902344,28.771833333333333,3589518.309328613,
83,147.1161651611328,29.984666666666666,1173606.2450390693,
84,149.02315521240234,26.525,6690213.500507792,
87,149.1320343017578,25.641833333333334,557880.2991210914,
89,149.13141632080078,28.951833333333333,310454.84570312424,
91,149.1320343017578,30.586833333333335,939948.2908593715,
94,151.11094665527344,5.333916666666667,111571.7774436036,
95,151.11093139648438,5.8895333333333335,574069.5118278804,
96,151.11123657226562,10.537333333333333,830249.3759545875,
101,155.1061553955078,4.170716666666666,141426.69343798782,
110,159.11529541015625,17.680999999999997,339322.6064331075,
118,161.13121032714844,13.371333333333332,1256085.7712602543,
119,161.13128662109375,16.572516666666665,8712224.684133044,
120,161.13177490234375,21.698500000000003,1.3170055957421876E7,
123,163.07440185546875,18.9415,1831527.3930468657,
124,163.1108627319336,4.479316666666667,128641.51281494182,
132,163.14701080322266,25.10183333333333,721505.5831054716,
134,163.14737701416016,28.016833333333334,414303.065952148,
135,163.1469268798828,29.984666666666666,212435.6935400408,
137,164.10630798339844,10.954316666666667,169039.93729272496,
139,167.07019805908203,4.908016666666667,1145139.0088376463,
141,167.10608673095703,3.305066666666667,451002.21441748034,
146,169.12197875976562,5.8895333333333335,2711397.3003752423,
147,169.12156677246094,6.764916666666666,206996.74720019556,
153,175.1118392944336,18.9415,891685.6101562462,
161,175.14749145507812,28.321166666666667,174142.47448974586,
168,177.1267852783203,7.496583333333334,1028650.3991464851,
171,177.12657928466797,13.68085,1011477.5588859867,
172,177.12733459472656,15.120849999999999,2771079.3660207526,
180,179.14202880859375,14.940850000000001,518837.58711328177,
181,179.14181518554688,16.572516666666665,1622090.5551005814,
182,179.14170837402344,17.321,579686.8359374976,
185,180.08566284179688,1.4455333333333333,137117.64448388672,
192,183.100830078125,3.3957166666666665,430618.10065502924,
193,185.116455078125,1.8287499999999999,138829.87026367188,
194,185.11636352539062,2.3851999999999998,170354.72158911123,
195,185.11659240722656,3.305066666666667,351135.31405419926,
197,185.116943359375,4.0632166666666665,300976.3665346682,
198,185.11669158935547,4.6541500000000005,240623.51665624953,
203,189.1271209716797,18.9415,6160780.688105447,
204,190.02578735351562,3.6327,116056.81546875008,
207,191.10698699951172,2.7326333333333332,246720.36971386732,
208,191.10643768310547,3.9339999999999997,240301.49822094722,
214,191.10682678222656,18.041166666666665,1124099.0683593703,
215,191.1376190185547,12.121666666666666,172333.36559814372,
219,191.17845153808594,26.705,105763.28203124956,
220,192.1377410888672,9.8717,805151.3130263648,
221,192.13772583007812,11.225183333333332,2951570.0025991267,
222,193.04959106445312,3.6327,811477.9796755372,
223,193.12229919433594,3.3957166666666665,216986.11435986342,
224,193.1219940185547,7.170249999999999,5808843.090409183,
226,193.12220764160156,10.8585,148166.50261450224,
229,193.15359497070312,9.22925,313582.65233203105,
230,193.15708923339844,18.041166666666665,1147823.686230464,
233,195.1366424560547,4.558316666666667,418251.3557358402,
234,195.13662719726562,5.758716666666667,732559.3849777828,
237,195.1368865966797,7.676583333333334,5636821.16218286,
241,195.13644409179688,12.121666666666666,1380814.4691469758,
246,197.08106994628906,4.908016666666667,1545153.3742709968,
247,198.09625244140625,1.4455333333333333,139028.14240429687,
251,202.14337921142578,4.0632166666666665,131770.15144677766,
258,203.09445190429688,8.576566666666668,135935.12279589887,
260,203.14286041259766,18.9415,2099368.2937499913,
262,203.17798614501953,17.141000000000002,1.6016366066529782E7,
263,203.1783218383789,20.004666666666665,1.7149704488632776E7,
264,203.17930603027344,29.984666666666666,1.8096474446863317E8,
286,205.08607482910156,26.525,2116956.6369140535,
291,205.19383239746094,30.586833333333335,2.681546633714353E7,
296,207.10081481933594,17.141000000000002,2776498.754194326,
299,207.1378936767578,13.011333333333333,184519.3955737301,
302,207.1738510131836,21.698500000000003,1837610.8769531175,
303,207.1730499267578,22.5985,111734.22392578078,
304,207.17373657226562,23.318499999999997,4410865.5179736465,
305,207.1737518310547,33.09316666666667,282371.3103515613,
306,208.0360565185547,3.6327,269930.34025634784,
313,209.11669921875,3.305066666666667,498171.50061718764,
321,211.13306427001953,5.543716666666667,242430.67304614253,
322,211.13272094726562,6.606933333333333,849869.6421298829,
323,211.1685791015625,9.22925,890512.1947353506,
