row ID,row m/z,row retention time,caoshanhu-LC-MS-MS-positive-01.mzXML Peak area,
148,109.06451416015625,5.8895333333333335,656681.9999110717,
151,109.06417465209961,10.537333333333333,372481.93129888823,
202,109.09989929199219,9.22925,636183.2164735416,
1058,125.09538269042969,4.0632166666666665,293684.5822042542,
1060,125.09535217285156,16.133516666666665,520207.3365860595,
2134,137.1313247680664,30.586833333333335,384333.2974197377,
2558,141.09027099609375,2.1762,302385.9869115602,
2569,141.0904998779297,8.216583333333334,419972.551632935,
3062,147.0791778564453,18.9415,1785861.1625854424,
3117,147.11554718017578,17.141000000000002,1981890.9348847044,
3311,149.13129425048828,25.641833333333334,860973.9636328112,
3313,149.13119506835938,30.586833333333335,2140311.910537718,
3315,149.1304473876953,36.57183333333333,359039.20167480316,
3873,153.12468719482422,4.79535,318921.5749592285,
4046,155.10578155517578,4.170716666666666,268947.48487045284,
4717,161.13121795654297,16.572516666666665,1.097465011977257E7,
4894,163.07415771484375,18.9415,2772539.1385461423,
4960,163.1108856201172,4.479316666666667,208452.34616278112,
5090,163.14682006835938,25.10183333333333,2684334.488510746,
5091,163.1464385986328,28.016833333333334,1635959.8732208263,
5133,164.10759735107422,10.954316666666667,256035.071853058,
5441,167.10562133789062,3.305066666666667,1251475.6490765382,
5444,167.10540008544922,8.576566666666668,1324998.9090916133,
5489,167.14060974121094,12.752333333333333,200059.4126519768,
5681,169.1217041015625,5.8895333333333335,4277385.558726317,
6294,175.11195373535156,8.036583333333333,1121425.0652163704,
6305,175.1118392944336,18.9415,891685.6101562462,
6349,175.14610290527344,8.756583333333333,269569.71032714995,
6369,175.14620971679688,23.4985,1390805.8105810562,
6370,175.14671325683594,28.321166666666667,1255816.2203027343,
6371,175.14601135253906,29.984666666666666,656458.2416101109,
6465,177.16175842285156,29.984666666666666,203887.42543945467,
6673,177.16082763671875,27.6335,1255366.6286999492,
6824,179.14179229736328,13.371333333333332,2109483.265197509,
6825,179.14132690429688,16.572516666666665,1653543.055084713,
6826,179.1413345336914,17.321,2883571.339233393,
6980,181.0847930908203,18.761166666666668,1286341.6362109445,
6998,181.12083435058594,4.479316666666667,706835.7563698739,
7028,181.12177276611328,9.967533333333334,867216.8539770503,
7170,183.10096740722656,3.3957166666666665,1245886.1995285037,
7225,183.1347198486328,12.572333333333335,220888.31310913095,
7293,185.11654663085938,4.0632166666666665,1743180.5984222414,
7821,189.1267852783203,18.9415,6321069.948947731,
7926,190.02596282958984,3.6327,186044.568319641,
7940,190.1234893798828,8.216583333333334,214040.67190728834,
7978,192.13763427734375,11.225183333333332,4063486.9935902446,
8032,191.10708618164062,2.7326333333333332,1324087.3169332277,
8061,191.10592651367188,18.041166666666665,1191065.0418456981,
8128,191.14266967773438,28.016833333333334,311836.39112426725,
8208,191.17733764648438,26.705,257501.51279296866,
8303,193.04983520507812,3.6327,970154.0839234011,
8364,193.1218719482422,7.170249999999999,5963279.9911942175,
8366,193.12266540527344,10.8585,355656.8728430178,
8417,193.15359497070312,9.22925,313582.65233203105,
8426,193.15668487548828,18.041166666666665,1254574.911181636,
8616,197.11720275878906,4.479316666666667,116744.1539718022,
8783,195.13634490966797,4.558316666666667,459523.60308300814,
9521,202.14370727539062,4.0632166666666665,267994.89121246355,
9583,203.0927276611328,8.576566666666668,255072.03692327888,
9679,203.14286041259766,18.9415,2099368.2937499913,
9690,203.17798614501953,17.141000000000002,1.6016366066529782E7,
9691,203.1783447265625,20.004666666666665,1.6830162435595665E7,
9807,204.10232543945312,20.34783333333333,208346.27695038167,
9816,205.12403869628906,6.211983333333333,122262.82261621117,
9986,205.08599853515625,6.894416666666667,310533.5335670166,
9996,205.08619689941406,26.525,4214646.765281969,
10127,205.15725708007812,14.040833333333333,807956.1733420398,
